FeatureID,mzmed,rtmed,L1,L2,L3,L4,L5,L6,L7,L8,L9,NL1,NL2,NL3,NL4,NL5,NL6,NL7,NL8,NL9,NL10,NL11,Blank_1,Blank_2,Blank_3,Blank_4,Blank__mean,mzClusterID,FeatureClusterID,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean,NL10_mean,NL11_mean,L1_mean_isotopes,L2_mean_isotopes,L3_mean_isotopes,L4_mean_isotopes,L5_mean_isotopes,L6_mean_isotopes,L7_mean_isotopes,L8_mean_isotopes,L9_mean_isotopes,NL1_mean_isotopes,NL2_mean_isotopes,NL3_mean_isotopes,NL4_mean_isotopes,NL5_mean_isotopes,NL6_mean_isotopes,NL7_mean_isotopes,NL8_mean_isotopes,NL9_mean_isotopes,NL10_mean_isotopes,NL11_mean_isotopes,Polarity
530,151.096131,1.061441667,2009.7459883025,6084.658485302501,5581.7854773025,2519.8261863025,2189.2683673025,0.0,4790.1684453025,7559.0914513025,5393.7869883025005,2134.7442203025,0.0,5438.657115302501,0.0,5187.736672302501,0.0,2367.6854713025,0.0,7797.0158153025,2392.9632873025,0.0,17.80739266,17.44217242,20.32544128,19.60687643,18.7954706975,1.0,1,2010,6085,5582,2520,2189,0,4790,7559,5394,2135,0,5439,0,5188,0,2368,0,7797,2393,0,,,,,,,,,,,,,,,,,,,,,Positive
505,191.179294,1.061616667,6060.29930290075,17158.65753090075,13820.25661090075,9659.55096390075,9587.73134690075,4334.40535190075,12158.39153090075,18192.399850900747,13683.74640090075,7334.22468690075,8351.13888490075,15316.91118090075,6627.99581290075,15941.54503090075,6580.19767190075,11609.68344090075,7131.57187390075,18857.378780900748,7833.37856190075,2341.00678190075,6.928586452,7.164233272,7.430959566,5.788897107,6.82816909925,3.0,4,6060,17159,13820,9660,9588,4334,12158,18192,13684,7334,8351,15317,6628,15942,6580,11610,7132,18857,7833,2341,,,,,,,,,,,,,,,,,,,,,Positive
914,219.174056,7.0094,0.0,0.0,0.0,0.0,0.0,2040.3802373175001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83077804,20.62660782,14.85422546,22.03301541,19.8361566825,4.0,5,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
718,219.174161,6.662033333,0.0,0.0,0.0,0.0,0.0,6647.7866542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463.2795152,0.0,0.0,0.0,0.0,0.0,2511.5178012,23.04033265,21.6290725,14.32395003,21.98209602,20.243862800000002,5.0,6,0,0,0,0,0,6648,0,0,0,0,0,0,0,2463,0,0,0,0,0,2512,,,,,,,,,,,,,,,,,,,,,Positive
711,284.294592,6.607433333,0.0,0.0,0.0,0.0,2548.59913448975,0.0,0.0,0.0,0.0,2073.7211554897503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.233459931,6.176598332,5.768620931,6.285410847,6.86602251025,6.0,7,0,0,0,0,2549,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
690,290.284347,4.64565,2031.3790344325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647745814,1.342777796,0.902286407,1.494024253,1.3467085675000001,7.0,8,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
544,297.241684,1.06145,2051.74867318125,3726.79620718125,3475.07109818125,2455.4343061812497,2316.5203151812498,0.0,2878.70744318125,4504.24954518125,3330.95901118125,0.0,2168.59884318125,3859.14457818125,0.0,3918.19977318125,0.0,2612.74629118125,0.0,4636.15205518125,2231.06808218125,0.0,6.965597257,9.769217374,9.687068014,11.20844863,9.407582818749999,8.0,9,2052,3727,3475,2455,2317,0,2879,4504,3331,0,2169,3859,0,3918,0,2613,0,4636,2231,0,,,,,,,,,,,,,,,,,,,,,Positive
584,298.310391,5.982991667,2778.58248005925,0.0,2470.09251505925,2277.41733505925,3197.82827205925,2485.06641105925,2006.1226840592499,2412.3714130592502,0.0,2499.26706705925,2175.07542805925,2095.72735905925,0.0,2456.27065705925,0.0,2504.21018205925,0.0,2255.44706905925,0.0,0.0,5.180305821,4.653608739,4.452284668,3.987316535,4.568378940750001,9.0,10,2779,0,2470,2277,3198,2485,2006,2412,0,2499,2175,2096,0,2456,0,2504,0,2255,0,0,,,,,,,,,,,,,,,,,,,,,Positive
700,299.257532,11.336725,0.0,0.0,0.0,0.0,2252.93813048075,0.0,0.0,2165.10412348075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.9507114807502,0.0,0.0,13.9136779,10.47600514,9.692481017,11.46803802,11.38755051925,10.0,11,0,0,0,0,2253,0,0,2165,0,0,0,0,0,0,0,0,0,2039,0,0,,,,,,,,,,,,,,,,,,,,,Positive
624,310.310279,5.374333333,0.0,0.0,2530.62085243,0.0,2132.71756943,5838.76030943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797.66882243,0.0,0.0,0.0,0.0,0.0,0.0,0.624130714,0.88814725,0.987365746,0.83321457,11.0,12,0,0,2531,0,2133,5839,0,0,0,0,0,0,0,0,2798,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
